year,Country iso,Country name,occurrence,"Total deaths",Affected,Injured,Homeless,"Total affected","Total damage ('000 $)"
1994,IND,India,1,208,428500,0,0,428500,19100
1994,JPN,Japan,2,3,0,7,0,7,6000
1994,KOR,"Korea Rep",1,28,0,2,86,88,11
1994,MDG,Madagascar,3,212,500000,51,40000,540051,10200
1994,MUS,Mauritius,1,2,800,0,1500,2300,135400
1994,MOZ,Mozambique,1,240,2000000,2000,500000,2502000,0
1994,MMR,Myanmar,1,17,64970,0,0,64970,10000
1994,PHL,Philippines,10,186,1599548,162,317949,1917659,138413
1994,RUS,Russia,1,0,0,0,0,0,60000
1994,SOM,Somalia,1,30,0,0,0,0,0
1994,LCA,"St Lucia",1,4,600,0,150,750,0
1994,TWN,"Taiwan (China)",5,45,457,131,0,588,457000
1994,TZA,"Tanzania Uni Rep",1,4,0,0,2500,2500,0
1994,THA,Thailand,3,19,15000,0,0,15000,20000
1994,USA,"United States",1,32,20000,22,0,20022,250000
1994,VNM,"Viet Nam",1,30,11000,0,0,11000,45000
1995,ATG,"Antigua and Barbuda",1,2,0,165,3537,3702,350000
1995,AUS,Australia,1,7,7000,15,30,7045,98000
1995,BHS,Bahamas,1,0,0,0,0,0,400
1995,BGD,Bangladesh,1,172,250000,0,0,250000,0
1995,BRB,Barbados,1,0,0,0,0,0,0
1995,CAN,Canada,1,2,0,0,0,0,100000
1995,CHN,"China P Rep",1,445,0,0,25000,25000,87000
1995,CRI,"Costa Rica",1,0,3262,0,4800,8062,6300
1995,CUB,Cuba,2,2,160,3,0,163,2000
1995,DMA,Dominica,2,2,0,1,5000,5001,195000
1995,GLP,Guadeloupe,1,0,0,0,0,0,50000
1995,HND,Honduras,1,18,0,22,0,22,0
1995,IND,India,2,222,12000,0,0,12000,48300
1995,JPN,Japan,1,3,500,0,0,500,9600
1995,KOR,"Korea Rep",2,73,2400,160,2600,5160,565000
1995,LAO,"Lao P Dem Rep",1,26,0,0,1000000,1000000,0
1995,MTQ,Martinique,1,0,0,0,0,0,160000
1995,MEX,Mexico,4,153,20800,0,43000,63800,2424700
1995,MSR,Montserrat,1,0,0,0,0,0,20000
1995,ANT,"Netherlands Antilles",1,2,40000,0,0,40000,1000000
1995,NIC,Nicaragua,1,38,15085,0,0,15085,0
1995,PHL,Philippines,5,1218,2919526,2438,106000,3027964,317100
1995,PRI,"Puerto Rico",2,1,98000,0,0,98000,300000
1995,KNA,"St Kitts and Nevis",1,0,1800,0,0,1800,197000
1995,THA,Thailand,1,27,0,0,0,0,0
1995,USA,"United States",3,38,84000,0,0,84000,5800000
1995,VNM,"Viet Nam",1,16,23000,51,0,23051,21200
1995,VGB,"Virgin Is (UK)",1,0,0,0,0,0,10000
1995,VIR,"Virgin Is (US)",2,7,0,0,10000,10000,936000
1996,AUS,Australia,1,0,1500,10,250,1760,46700
1996,BGD,Bangladesh,2,549,82600,35791,0,118391,0
1996,CAN,Canada,1,0,0,0,0,0,100
1996,CHN,"China P Rep",5,547,15100000,5300,10000,15115300,1920000
1996,CRI,"Costa Rica",1,51,500000,0,0,500000,200000
1996,CUB,Cuba,1,0,269995,0,66681,336676,13000
1996,DOM,"Dominican Rep",1,24,25000,0,0,25000,0
1996,SLV,"El Salvador",1,12,0,0,0,0,10
1996,FRA,France,1,1,0,0,0,0,10
1996,DEU,Germany,1,0,0,0,0,0,500
1996,GTM,Guatemala,1,0,0,0,0,0,500
1996,HTI,Haiti,1,26,0,0,0,0,100
1996,HND,Honduras,2,1,0,0,0,0,1500
1996,IND,India,4,1537,9177100,0,0,9177100,1500300
1996,IRL,Ireland,1,2,0,0,0,0,1000
1996,JAM,Jamaica,1,0,0,0,800,800,3000
1996,JPN,Japan,1,6,5400,74,264,5738,0
1996,MDG,Madagascar,1,9,100000,0,0,100000,0
1996,MYS,Malaysia,1,270,1150,26,3000,4176,52000
1996,MTQ,Martinique,1,0,0,0,0,0,10
1996,MUS,Mauritius,1,3,0,0,0,0,0
1996,MEX,Mexico,3,10,0,80,18500,18580,10
1996,MOZ,Mozambique,1,11,200000,0,0,200000,14500
1996,NIC,Nicaragua,2,44,10724,0,0,10724,10100
1996,PHL,Philippines,1,26,36815,13,0,36828,38000
1996,PRI,"Puerto Rico",1,18,57315,0,0,57315,500000
1996,TWN,"Taiwan (China)",2,65,0,0,0,0,1300000
1996,THA,Thailand,1,9,343386,0,0,343386,150000
1996,GBR,"United Kingdom",1,5,12000,0,0,12000,300000
1996,USA,"United States",1,39,4000,0,0,4000,3400000
1996,VNM,"Viet Nam",4,789,666500,591,0,667091,600020
1996,VGB,"Virgin Is (UK)",1,0,0,3,0,3,2000
1997,BGD,Bangladesh,2,299,2792738,10063,1000000,3802801,0
1997,BLR,Belarus,1,5,21045,45,300,21390,33000
1997,KHM,Cambodia,1,25,0,0,0,0,10
1997,CHN,"China P Rep",3,212,6865000,3699,44000,6912699,3609700
1997,COK,"Cook Is",1,19,700,200,0,900,0
1997,FJI,Fiji,1,25,3500,0,0,3500,27000
1997,GUM,Guam,1,0,1400,20,5000,6420,200000
1997,HKG,"Hong Kong (China)",1,1,200,55,0,255,0
1997,IND,India,1,25,0,0,0,0,0
1997,JPN,Japan,2,7,67000,0,0,67000,100000
1997,PRK,"Korea Dem P Rep",1,0,0,0,0,0,10
1997,MDG,Madagascar,2,174,520000,0,80000,600000,50000
1997,MYS,Malaysia,1,2,2115,0,0,2115,1000
1997,MEX,Mexico,2,230,753555,200,50000,803755,447800
1997,MOZ,Mozambique,1,0,0,0,0,0,50
1997,PNG,"Papua New Guinea",1,32,0,0,7500,7500,0
1997,PER,Peru,1,518,580000,730,0,580730,12000
1997,PHL,Philippines,3,49,366765,5,0,366770,7500
1997,TWN,"Taiwan (China)",1,44,0,78,0,78,50000
1997,THA,Thailand,2,198,50000,394,0,50394,44500
1997,TON,Tonga,1,0,0,0,3000,3000,0
1997,UKR,Ukraine,1,11,0,0,0,0,34000
1997,USA,"United States",1,0,0,0,0,0,0
1997,VNM,"Viet Nam",3,3692,697225,907,383045,1081177,480000
1998,ATG,"Antigua and Barbuda",1,2,0,25,2000,2025,100000
1998,BGD,Bangladesh,2,219,229440,504,0,229944,0
1998,BLZ,Belize,1,9,60000,0,0,60000,50
1998,CHN,"China P Rep",1,5,0,0,0,0,98000
1998,CRI,"Costa Rica",1,8,15000,0,1700,16700,91090
1998,CUB,Cuba,1,6,147000,0,0,147000,2000000
1998,DOM,"Dominican Rep",1,347,855000,595,120000,975595,1981500
1998,SLV,"El Salvador",1,475,84000,0,0,84000,388100
1998,GLP,Guadeloupe,1,0,0,0,0,0,5000
1998,GTM,Guatemala,1,384,105700,0,0,105700,748000
1998,HTI,Haiti,1,190,12000,29,0,12029,180000
1998,HND,Honduras,1,14600,2100000,12000,0,2112000,3793600
1998,IND,India,2,3121,4600000,893,0,4600893,469000
1998,JPN,Japan,4,40,49000,364,0,49364,3335500
1998,MEX,Mexico,2,11,1660,0,0,1660,1000
1998,NIC,Nicaragua,1,3332,868000,228,0,868228,987700
1998,PAN,Panama,1,3,7500,0,0,7500,50
1998,PHL,Philippines,4,594,7322133,866,0,7322999,235437
1998,PRI,"Puerto Rico",1,0,0,0,0,0,1750000
1998,KNA,"St Kitts and Nevis",1,5,10000,0,0,10000,400000
1998,TWN,"Taiwan (China)",2,13,400000,0,0,400000,129000
1998,TON,Tonga,2,0,3571,0,0,3571,0
1998,USA,"United States",4,14,22153,6,519,22678,3204950
1998,VUT,Vanuatu,1,0,2400,0,0,2400,0
1998,VNM,"Viet Nam",2,326,2481635,92,43010,2524737,108200
1998,VIR,"Virgin Is (US)",1,0,0,0,0,0,100000
1999,AIA,Anguilla,1,0,150,0,0,150,50
1999,ATG,"Antigua and Barbuda",2,2,4500,18,1439,5957,0
1999,AUS,Australia,2,6,4000,0,672,4672,500000
1999,BHS,Bahamas,1,1,0,0,0,0,450000
1999,BGD,Bangladesh,1,0,0,0,0,0,0
1999,CHN,"China P Rep",4,245,643800,3612,18100,665512,601800
1999,COL,Colombia,1,2,0,0,0,0,500
1999,CUB,Cuba,1,4,228067,0,26923,254990,0
1999,DMA,Dominica,1,0,400,0,315,715,0
1999,FJI,Fiji,1,12,0,0,1772,1772,3500
1999,GRD,Grenada,1,0,210,0,0,210,5500
1999,GLP,Guadeloupe,1,4,400,49,450,899,0
1999,HKG,"Hong Kong (China)",1,2,0,493,0,493,0
1999,IND,India,3,10378,13165696,4312,700000,13870008,2990000
1999,JPN,Japan,1,26,20000,438,6900,27338,5000000
1999,KOR,"Korea Rep",1,4,0,0,514,514,4000
1999,MTQ,Martinique,1,0,400,0,200,600,0
1999,MUS,Mauritius,1,0,0,1000,0,1000,0
1999,MEX,Mexico,1,9,2000,0,2000,4000,0
1999,NCL,"New Caledonia",1,0,0,0,0,0,0
1999,PAK,Pakistan,1,231,315040,155,220745,535940,10936
1999,PHL,Philippines,1,7,37200,22,4711,41933,1800
1999,PRI,"Puerto Rico",1,1,0,0,0,0,150000
1999,RUS,Russia,1,12,0,0,0,0,0
1999,KNA,"St Kitts and Nevis",1,0,1080,0,100,1180,41400
1999,LCA,"St Lucia",1,0,0,0,200,200,0
1999,VCT,"St Vincent and the Grenad",1,0,100,0,0,100,0
1999,TJK,Tajikistan,1,0,0,0,1500,1500,200
1999,USA,"United States",4,82,3000000,10,0,3000010,7232500
1999,VIR,"Virgin Is (US)",1,3,0,0,0,0,180000
2000,AUS,Australia,3,1,1350,0,0,1350,150000
2000,BGD,Bangladesh,3,35,0,512,69500,70012,0
2000,BLZ,Belize,1,14,62000,570,0,62570,277460
2000,CHN,"China P Rep",4,68,2446000,127,42165,2488292,238453
2000,SLV,"El Salvador",1,1,100,0,0,100,0
2000,IND,India,2,0,30000,0,0,30000,0
2000,JPN,Japan,2,13,180900,41,0,180941,1700000
2000,PRK,"Korea Dem P Rep",1,46,480000,180,147000,627180,6000000
2000,KOR,"Korea Rep",2,33,0,0,711,711,82300
2000,MDG,Madagascar,2,153,1106208,1,0,1106209,9000
2000,MEX,Mexico,1,23,30000,0,0,30000,1000
2000,MOZ,Mozambique,2,18,0,4,300,304,1000
2000,NIC,Nicaragua,1,1,2300,0,0,2300,1000
2000,PHL,Philippines,6,394,6067076,355,120000,6187431,83464
2000,REU,Reunion,1,2,0,0,600,600,0
2000,RUS,Russia,1,9,0,0,0,0,50
2000,LKA,"Sri Lanka",1,5,375000,0,0,375000,0
2000,TWN,"Taiwan (China)",2,103,0,102,2000,2102,285000
2000,THA,Thailand,1,2,41219,0,0,41219,0
2000,VNM,"Viet Nam",2,20,0,33,6000,6033,26000
2001,BHS,Bahamas,1,0,0,0,0,0,300000
2001,BGD,Bangladesh,2,205,500,2200,0,2700,0
2001,BLZ,Belize,2,30,20000,0,0,20000,250000
2001,CYM,"Cayman Islands",1,0,0,0,0,0,60000
2001,CHN,"China P Rep",6,262,17919375,8299,213000,18140674,3551000
2001,COK,"Cook Is",1,0,744,0,0,744,0
2001,CRI,"Costa Rica",1,0,0,0,0,0,1000
2001,CUB,Cuba,1,5,5900000,12,0,5900012,100000
2001,DMA,Dominica,1,3,175,0,0,175,0
2001,DOM,"Dominican Rep",1,3,0,0,0,0,10
2001,FJI,Fiji,1,1,0,0,0,0,0
2001,GTM,Guatemala,1,8,6435,11,0,6446,100
2001,HTI,Haiti,1,0,0,0,0,0,20
2001,HND,Honduras,1,21,61051,0,25270,86321,5000
2001,IND,India,2,78,25000,0,2000,27000,0
2001,JAM,Jamaica,1,1,0,0,200,200,55487
2001,JPN,Japan,2,16,8200,55,0,8255,1300000
2001,MEX,Mexico,5,5,5600,0,800,6400,401000
2001,NIC,Nicaragua,1,16,24866,0,0,24866,1000
2001,PHL,Philippines,4,583,3017245,480,100000,3117725,97361
2001,TWN,"Taiwan (China)",5,195,650000,339,2000,652339,1047000
2001,TON,Tonga,1,0,16500,0,0,16500,51300
2001,USA,"United States",1,41,102000,0,70000,172000,6000000
2001,VUT,Vanuatu,2,2,505,0,295,800,0
2001,VNM,"Viet Nam",3,53,177450,89,23100,200639,83200
2002,BGD,Bangladesh,2,80,100000,400,0,100400,0
2002,BRB,Barbados,1,0,0,0,2000,2000,200
2002,CYM,"Cayman Islands",2,0,300,0,0,300,1500
2002,CHN,"China P Rep",1,25,180000,0,0,180000,0
2002,CUB,Cuba,2,3,323970,0,0,323970,46000
2002,SLV,"El Salvador",1,0,500,0,0,500,0
2002,GUM,Guam,2,1,10044,0,5100,15144,130000
2002,GTM,Guatemala,1,2,1500,0,0,1500,100
2002,HTI,Haiti,1,4,250,0,0,250,0
2002,IND,India,2,133,0,50,5000,5050,416
2002,JAM,Jamaica,2,4,1500,0,0,1500,1030
2002,JPN,Japan,2,5,100570,27,0,100597,5000
2002,PRK,"Korea Dem P Rep",1,3,7401,0,0,7401,500
2002,KOR,"Korea Rep",1,184,88625,0,0,88625,4200000
2002,MDG,Madagascar,3,23,521900,1200,5000,528100,181
2002,MUS,Mauritius,1,3,0,50,1000,1050,50000
2002,MEX,Mexico,3,16,509300,230,0,509530,840000
2002,FSM,"Micronesia Fed States",2,47,1300,148,175,1623,500
2002,NIC,Nicaragua,1,2,300,0,0,300,1000
2002,MNP,"Northern Mariana Is",1,0,0,0,300,300,0
2002,OMN,Oman,1,7,50,33,0,83,50000
2002,PHL,Philippines,3,102,711000,41,3000,714041,6664
2002,REU,Reunion,1,0,0,300,2800,3100,50000
2002,RUS,Russia,1,6,0,0,0,0,0
2002,SYC,Seychelles,1,0,6800,0,0,6800,0
2002,SLB,"Solomon Is",1,0,0,10,1100,1110,0
2002,VCT,"St Vincent and the Grenad",1,4,0,0,0,0,11000
2002,TWN,"Taiwan (China)",1,7,0,0,0,0,0
2002,USA,"United States",2,1,13200,0,0,13200,2300000
2003,BGD,Bangladesh,2,51,0,400,0,400,0
2003,BMU,Bermuda,1,4,0,0,0,0,300000
2003,CAN,Canada,2,2,200,0,0,200,110000
2003,CHN,"China P Rep",3,58,9120000,1020,68925,9189945,537938
2003,DOM,"Dominican Rep",1,8,10000,0,0,10000,0
2003,FJI,Fiji,1,17,30000,0,0,30000,30000
2003,HKG,"Hong Kong (China)",2,4,3500,33,0,3533,0
2003,IND,India,4,100,140,4060,41000,45200,28000
2003,JPN,Japan,2,21,2230,173,0,2403,105000
2003,KOR,"Korea Rep",1,130,65000,0,15000,80000,4500000
2003,MDG,Madagascar,3,89,114641,86,48023,162750,0
2003,MEX,Mexico,2,4,9000,0,0,9000,100000
2003,FSM,"Micronesia Fed States",1,0,0,0,1000,1000,0
2003,MOZ,Mozambique,1,11,23000,10,0,23010,0
2003,NCL,"New Caledonia",1,2,0,100,1000,1100,40000
2003,PHL,Philippines,6,93,347593,20,83203,430816,35229
2003,PRI,"Puerto Rico",1,0,0,0,100,100,0
2003,RUS,Russia,1,0,0,0,0,0,0
2003,SLB,"Solomon Is",2,0,275,0,150,425,0
2003,TWN,"Taiwan (China)",1,3,0,0,0,0,0
2003,USA,"United States",2,16,225000,4,0,225004,3386000
2003,VNM,"Viet Nam",1,0,0,18,5000,5018,0
2003,COD,"Zaire/Congo Dem Rep",1,17,0,2500,20000,22500,0
2003,ZWE,Zimbabwe,1,8,0,0,0,0,0
2004,ASM,"American Samoa",1,0,20000,60,3000,23060,150000
2004,BHS,Bahamas,3,12,9000,0,0,9000,1550000
2004,BRB,Barbados,1,1,0,0,880,880,5000
2004,BRA,Brazil,1,4,150000,60,0,150060,350000
2004,CYM,"Cayman Islands",2,2,0,0,0,0,3435080
2004,CHN,"China P Rep",2,190,8590000,4007,509350,9103357,2195000
2004,CUB,Cuba,2,4,205745,5,41500,247250,1200000
2004,DOM,"Dominican Rep",3,15,14250,9,0,14259,297000
2004,FJI,Fiji,1,16,5000,0,0,5000,4000
2004,GRD,Grenada,1,39,60000,0,0,60000,889000
2004,GUM,Guam,2,1,300,0,0,300,1000
2004,HTI,Haiti,2,2757,302926,2620,16548,322094,51000
2004,IDN,Indonesia,1,0,1315,0,0,1315,0
2004,JAM,Jamaica,2,16,350120,6,0,350126,895000
2004,JPN,Japan,8,199,329556,1483,0,331039,15143500
2004,KOR,"Korea Rep",3,14,0,0,2922,2922,251000
2004,MDG,Madagascar,2,395,773000,979,258450,1032429,250000
2004,MEX,Mexico,1,20,0,0,0,0,0
2004,FSM,"Micronesia Fed States",1,1,6000,8,0,6008,0
2004,MMR,Myanmar,1,236,0,0,25000,25000,688
2004,NIU,Niue,1,1,200,2,500,702,40000
2004,MNP,"Northern Mariana Is",1,3,200,0,0,200,0
2004,PHL,Philippines,7,1854,3232763,1311,2700,3236774,138867
2004,PRI,"Puerto Rico",2,2,3500,0,0,3500,100000
2004,RUS,Russia,2,9,0,62,0,62,6000
2004,WSM,Samoa,1,1,0,0,0,0,0
2004,LCA,"St Lucia",1,0,0,0,0,0,500
2004,VCT,"St Vincent and the Grenad",1,0,1000,4,0,1004,5000
2004,TWN,"Taiwan (China)",5,79,8765,108,0,8873,407710
2004,THA,Thailand,1,1,4000,0,0,4000,0
2004,TON,Tonga,1,0,0,0,0,0,0
2004,TTO,"Trinidad and Tobago",1,1,560,0,0,560,1000
2004,TCA,"Turks and Caicos Is",1,0,200,0,0,200,0
2004,USA,"United States",5,122,5070000,0,0,5070000,53062500
2004,VUT,Vanuatu,1,2,54000,8,0,54008,0
2004,VEN,Venezuela,1,5,1645,5,80,1730,0
2004,VNM,"Viet Nam",2,70,500900,5,0,500905,30000
2004,VIR,"Virgin Is (US)",1,0,0,0,0,0,0
2005,ASM,"American Samoa",1,0,0,0,0,0,0
2005,BHS,Bahamas,1,1,1500,0,0,1500,0
2005,BGD,Bangladesh,1,24,0,500,10000,10500,0
2005,BLZ,Belize,2,3,0,0,0,0,0
2005,SPI,"Canary Is",1,19,0,0,0,0,375000
2005,CHN,"China P Rep",6,323,31393000,8,13000,31406008,6690000
2005,COL,Colombia,1,0,3074,0,0,3074,0
2005,COK,"Cook Is",1,0,600,8,0,608,0
2005,CRI,"Costa Rica",1,1,1074,0,0,1074,20000
2005,CUB,Cuba,2,20,2600000,0,0,2600000,2100000
2005,DOM,"Dominican Rep",1,9,1000,0,0,1000,0
2005,SLV,"El Salvador",2,69,72141,0,0,72141,355700
2005,GRD,Grenada,1,1,1650,0,0,1650,0
2005,GTM,Guatemala,1,1513,474928,386,0,475314,988300
2005,HTI,Haiti,5,71,27740,53,185,27978,50500
2005,HND,Honduras,4,53,103869,0,0,103869,115500
2005,JAM,Jamaica,3,6,10396,0,0,10396,34500
2005,JPN,Japan,2,35,270090,144,0,270234,1000000
2005,KOR,"Korea Rep",2,10,1100,0,0,1100,5500
2005,MDG,Madagascar,1,78,0,8,7977,7985,0
2005,MEX,Mexico,4,47,2669571,0,300000,2969571,7910000
2005,MAR,Morocco,1,1,0,0,0,0,50
2005,NIC,Nicaragua,2,7,7880,0,5763,13643,0
2005,PHL,Philippines,2,34,20011,0,0,20011,2000
2005,WSM,Samoa,1,9,0,0,0,0,0
2005,VCT,"St Vincent and the Grenad",1,0,530,0,0,530,0
2005,TWN,"Taiwan (China)",4,17,1500,139,0,1639,239000
2005,THA,Thailand,1,10,2000,0,0,2000,20000
2005,TKL,Tokelau,1,0,0,1,25,26,0
2005,TTO,"Trinidad and Tobago",1,0,0,0,0,0,0
2005,USA,"United States",4,1852,830000,0,0,830000,157530000
2005,VNM,"Viet Nam",3,103,361132,28,0,361160,250250
2006,AUS,Australia,3,0,2000,30,7000,9030,1182354
2006,BGD,Bangladesh,3,146,9135,565,2400,12100,0
2006,CHN,"China P Rep",6,1483,55223000,1362,2000,55226362,7577000
2006,CUB,Cuba,1,0,260,8,0,268,0
2006,FJI,Fiji,1,0,168,0,0,168,0
2006,HTI,Haiti,1,5,15000,0,0,15000,0
2006,IND,India,1,114,0,300,150000,150300,0
2006,JPN,Japan,1,10,12000,448,0,12448,2500000
2006,MDG,Madagascar,2,4,6112,0,404,6516,0
2006,MEX,Mexico,3,15,270700,0,0,270700,2700
2006,MMR,Myanmar,1,34,60075,31,0,60106,0
2006,PHL,Philippines,10,1805,7819149,2659,0,7821808,330921
2006,TWN,"Taiwan (China)",2,3,800,0,0,800,0
2006,USA,"United States",1,6,140,0,0,140,32860
2006,VNM,"Viet Nam",4,387,2943720,1885,350680,3296285,1080000
2007,AUS,Australia,1,2,730,0,90,820,100000
2007,BHS,Bahamas,1,1,7000,0,0,7000,0
2007,BGD,Bangladesh,2,4275,8923259,55282,225,8978766,2300000
2007,BLZ,Belize,1,0,20000,0,0,20000,14847
2007,CHN,"China P Rep",3,48,8000000,0,0,8000000,2606343
2007,CUB,Cuba,2,1,192488,0,0,192488,500000
2007,DMA,Dominica,1,2,7500,30,0,7530,20000
2007,DOM,"Dominican Rep",3,163,142933,0,0,142933,162700
2007,SLV,"El Salvador",1,0,2800,0,0,2800,0
2007,FJI,Fiji,2,1,69,0,0,69,652
2007,GLP,Guadeloupe,1,0,0,0,0,0,300000
2007,GTM,Guatemala,1,0,3905,0,0,3905,0
2007,HTI,Haiti,3,102,114680,141,260,115081,0
2007,HND,Honduras,1,1,19500,0,0,19500,6579
2007,IND,India,1,0,0,0,0,0,0
2007,IRN,"Iran Islam Rep",1,12,160000,9,0,160009,0
2007,JAM,Jamaica,2,5,32000,0,1188,33188,300000
2007,JPN,Japan,3,13,40900,94,0,40994,1060000
2007,PRK,"Korea Dem P Rep",1,0,0,0,1649,1649,0
2007,KOR,"Korea Rep",1,20,0,2,600,602,70000
2007,MDG,Madagascar,3,84,210495,16,12000,222511,240000
2007,MTQ,Martinique,1,1,0,6,0,6,300000
2007,MUS,Mauritius,1,2,0,0,0,0,0
2007,MEX,Mexico,4,20,173000,0,30000,203000,600000
2007,MOZ,Mozambique,1,10,162700,70,0,162770,0
2007,NZL,"New Zealand",1,0,300,0,0,300,0
2007,NIC,Nicaragua,1,188,188726,0,0,188726,0
2007,OMN,Oman,1,76,20000,0,0,20000,3900000
2007,PAK,Pakistan,1,242,1650000,0,0,1650000,1620000
2007,PNG,"Papua New Guinea",1,172,162140,0,0,162140,0
2007,PHL,Philippines,9,89,1922285,24,0,1922309,10215
2007,PRI,"Puerto Rico",1,1,0,0,0,0,0
2007,REU,Reunion,1,2,0,90,0,90,0
2007,LCA,"St Lucia",1,1,0,0,0,0,40000
2007,TWN,"Taiwan (China)",2,18,1000,79,1800,2879,60000
2007,USA,"United States",1,7,0,0,0,0,0
2007,VNM,"Viet Nam",1,96,637755,150,47525,685430,191000
2007,ZWE,Zimbabwe,1,0,0,0,0,0,1200
2008,ATG,"Antigua and Barbuda",1,0,25800,0,0,25800,0
2008,BHS,Bahamas,2,0,3000,0,0,3000,0
2008,BGD,Bangladesh,2,27,0,400,0,400,0
2008,BLZ,Belize,1,7,10000,0,0,10000,0
2008,CYM,"Cayman Islands",2,0,0,0,0,0,0
2008,CHN,"China P Rep",7,56,1649000,6,0,1649006,1259000
2008,CRI,"Costa Rica",1,4,55000,0,0,55000,0
2008,CUB,Cuba,4,7,499445,19,0,499464,3572000
2008,DOM,"Dominican Rep",3,13,17000,2,0,17002,0
2008,FJI,Fiji,1,7,0,0,0,0,0
2008,GTM,Guatemala,1,17,0,0,0,0,0
2008,HTI,Haiti,4,698,246160,86,30,246276,0
2008,HND,Honduras,1,0,0,0,0,0,0
2008,HKG,"Hong Kong (China)",3,2,0,207,0,207,380
2008,JAM,Jamaica,2,13,4000,0,0,4000,66198
2008,MDG,Madagascar,3,105,338248,580,194338,533166,60000
2008,MEX,Mexico,1,2,500000,0,0,500000,75000
2008,MOZ,Mozambique,1,9,165000,13,55000,220013,20000
2008,MMR,Myanmar,1,138366,2400000,20000,0,2420000,4000000
2008,NIC,Nicaragua,1,13,25000,0,0,25000,0
2008,PHL,Philippines,11,819,6846388,946,4645,6851979,441625
2008,LKA,"Sri Lanka",1,9,50000,0,0,50000,0
2008,TWN,"Taiwan (China)",5,54,0,88,0,88,142400
2008,THA,Thailand,2,0,0,0,1000,1000,0
2008,TCA,"Turks and Caicos Is",3,4,1500,0,0,1500,500000
2008,USA,"United States",5,144,2300400,0,0,2300400,38540000
2008,VNM,"Viet Nam",5,254,143830,159,12660,156649,190500
2009,AUS,Australia,1,0,400,0,0,400,0
2009,BGD,Bangladesh,2,197,3947363,7187,0,3954550,270000
2009,BTN,Bhutan,1,12,0,0,0,0,0
2009,KHM,Cambodia,2,19,178000,91,0,178091,0
2009,CAN,Canada,1,0,0,3,0,3,0
2009,CHN,"China P Rep",4,33,12000000,62,0,12000062,1752595
2009,SLV,"El Salvador",1,275,75000,0,15000,90000,939000
2009,FJI,Fiji,1,2,3845,0,0,3845,13300
2009,HKG,"Hong Kong (China)",1,0,300,50,0,350,0
2009,IND,India,2,116,5100000,0,0,5100000,300000
2009,JPN,Japan,2,16,7000,119,0,7119,1000000
2009,LAO,"Lao P Dem Rep",1,16,128796,91,0,128887,100000
2009,MDG,Madagascar,3,27,122687,10,8102,130799,5000
2009,MEX,Mexico,2,4,112000,0,0,112000,40000
2009,MOZ,Mozambique,1,0,600,3,6500,7103,3000
2009,NIC,Nicaragua,1,0,19897,0,0,19897,0
2009,PHL,Philippines,13,1242,12220696,867,0,12221563,932698
2009,TWN,"Taiwan (China)",1,630,2307477,46,0,2307523,250000
2009,USA,"United States",2,9,0,9,0,9,600000
2009,VNM,"Viet Nam",3,306,2867820,1005,108635,2977460,1065200
2010,ATG,"Antigua and Barbuda",1,0,5000,0,0,5000,12600
2010,AUS,Australia,1,1,0,0,0,0,0
2010,BGD,Bangladesh,2,11,256910,200,0,257110,0
2010,BRB,Barbados,1,0,2500,0,0,2500,0
2010,BLZ,Belize,1,0,0,0,0,0,0
2010,CHN,"China P Rep",4,80,1000000,0,186000,1186000,718785
2010,COK,"Cook Is",1,0,2194,8,0,2202,0
2010,CRI,"Costa Rica",1,0,0,0,0,0,0
2010,DOM,"Dominican Rep",1,0,12000,0,0,12000,0
2010,SLV,"El Salvador",3,17,9217,3,2800,12020,20000
2010,FJI,Fiji,1,2,39101,0,0,39101,39427
2010,PYF,"French Polynesia",1,1,3400,11,0,3411,11000
2010,GTM,Guatemala,3,174,399988,154,0,400142,650000
2010,HTI,Haiti,1,21,5020,0,0,5020,0
2010,HND,Honduras,2,22,16673,4,7998,24675,90000
2010,HKG,"Hong Kong (China)",1,1,15000,0,0,15000,0
2010,IND,India,3,168,0,0,500000,500000,0
2010,JAM,Jamaica,1,15,2480,26,0,2506,150000
2010,PRK,"Korea Dem P Rep",1,20,40000,0,0,40000,0
2010,KOR,"Korea Rep",1,12,41500,0,0,41500,0
2010,MDG,Madagascar,1,120,192000,132,0,192132,0
2010,MEX,Mexico,4,43,555075,0,0,555075,5900000
2010,MMR,Myanmar,1,45,260000,49,0,260049,57000
2010,NIC,Nicaragua,2,5,0,0,0,0,0
2010,OMN,Oman,1,16,0,0,0,0,1000000
2010,PAK,Pakistan,1,23,4000,0,0,4000,80000
2010,PHL,Philippines,3,212,2595412,133,0,2595545,284420
2010,SLB,"Solomon Is",1,0,0,0,590,590,0
2010,LCA,"St Lucia",1,14,181000,0,0,181000,500
2010,VCT,"St Vincent and the Grenad",1,0,6000,0,100,6100,25000
2010,TWN,"Taiwan (China)",2,34,0,100,0,100,73100
2010,USA,"United States",2,9,0,0,0,0,100000
2010,VEN,Venezuela,1,8,0,0,0,0,0
2010,VNM,"Viet Nam",3,35,32960,20,1620,34600,44500
2011,AUS,Australia,1,1,7300,0,0,7300,2500000
2011,BHS,Bahamas,1,0,10000,0,0,10000,40000
2011,CAN,Canada,1,1,0,0,0,0,0
2011,CHN,"China P Rep",4,26,4649800,0,0,4649800,701585
2011,DMA,Dominica,1,0,144,0,96,240,0
2011,DOM,"Dominican Rep",2,7,44000,0,0,44000,30000
